Name,Vorname,Partei,ListeNr,svy_q2,svy_q3,svy_q4,Patriotismus,Zuwanderung,Umwelt,Energie,Wirtschaft,Sozialwerke,Familie,Gesundheit,Gleichstellung,Landwirtschaft,Verkehr,Bildung,Schwerpunkt
Mahler,Andreas,GLP,06d,In meiner Zeit an der Kantonsschule hat uns unser Mathe-Lehrer immer wieder die Umweltproblematik vor Augen geführt - das war vor 35 Jahren! Das hat mich damals alles noch nicht so sehr interessiert. Erst «Die Grenzen des Wachstums» haben mir später die Augen geöffnet.,"Der Klimawandel und die dadurch ausgelöste Migration. Wichtig ist, Ursachen zu bekämpfen und nicht z.B. Migranten oder die Migration. Unser überbordender Konsum zu Lasten von anderen führt zu ungeahnten Folgen. Wenn wir aber schon heute Mass halten, lassen sich die schlimmsten Folgen noch abwenden.","Dass der Aargau Energiekanton bleiben kann und Vorreiter bei technologischen Lösungen wird. Dass der Aargau nicht nur gut ausgebaute Autobahnanschlüsse, sondern auch gute Direktverbindungen mit dem öffentlichen Verkehr erhält bzw. behält.",0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Verkehr, Zuwanderung"
Marcionetti,Marlies,Andere,10,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marelli,Iva,GLP,06a,"Sich in der Gesellschaft, in der man lebt, aktiv einzubringen, ist für mich eine Selbstverständlichkeit. Ich war sowohl in der Pfadi als auch im Quartierverein engagiert. Der Schritt in die Lokalpolitik lag daher nahe. Sein Lebensumfeld mitgestalten zu dürfen, empfinde ich als grosses Privileg.","Die Liste ist lang: Klimawandel, Chancenungleichheit etc. Dennoch funktioniert Demokratie nur, wenn die Menschen partizipieren. Daher setze ich mich für die Teilhabe der Menschen an der Politik ein, damit in einem zweiten Schritt mehrheitsfähige Lösungen erarbeitet werden können.","Der Aargau ist facettenreich: Er ist Wohn- und Arbeitsort vieler Menschen, Wirtschaftsmotor, Grenzkanton, ländlich aber mit starken Ballungszentren. Alle diese Facetten gilt es in der Bundesversammlung einzubringen.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Martenet,André,GLP,06c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marti,Eva,SP,02f,"Ich will in einer gerechten und diversen Welt leben. Armut, Leid, Umweltzerstörung machen mich hässig. Ich engagiere mich politisch, damit ich nicht hässig bleibe. Nach der Nichtwahl von Christiane Brunner war ich erstmals an einer Demo. Ich setze meine Energie für die ein, welche keine haben.","Eine intakte Natur ist die Grundlage. Soziale Gerechtigkeit ist der Boden. Die Schweiz ist inmitten von Europa; wir sind nicht die Besten, sondern können von anderen lernen; wir alle sind fast überall auf der Welt Ausländerin oder Ausländer. Auch Nutztiere verdienen ein würdiges Leben.",Das Kantonsspital Aarau muss erhalten bleiben und gute Arbeit leisten können; der Bund soll wichtige Gesundheitsinstitutionen finanziell genügend unterstützen. Ich setze mich für die Einheitskrankenkasse ein und eine nationale Strategie für eine gute Gesundheitsversorgung für alle.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Gesundheit
Marti,Daniel,Mitte,04e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marty,Anja,Junge_GLP,06b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marty,Roman,GLP,06h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Matthias,Felix,FDP,03c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meder,Cyril Martin,Junge_EVP,07b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meer,Sarah,EVP,07g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Cyrille,SP,02d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Titus,FDP,03a,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Adrian,FDP,03a,"Als Grossrat und als Ressortleiter sowie Mitglied der wichtigen Kommission «Umwelt, Bau, Verkehr, Energie und Raumordnung» engagiere ich mich seit Jahren mit Herzblut für einen wirtschaftlich starken Kanton Aargau.",Die Versorgungssicherheit in der Schweiz ist stark gefährdet. Die Energiestrategie 2050 führte uns in eine Sackgasse und zu gestiegenen Energiepreisen. Für die Erreichung der Klimaziele ist die Elektrifizierung unabdingbar. Deshalb muss langfristig ein Ersatz der Kernenergieanlagen möglich sein.,Der Kanton Aargau ist ein Kanton der Regionen. Nach wie vor sind jedoch einige Regionen wie beispielsweise das Wynental oder das Zurzibiet ungenügend an das nationale Strassen- oder Schienennetz angebunden. Alle Regionen verdienen schnelle Anschlüsse an die grossen Zentren.,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Energie
Meier,Andreas,Mitte,04a,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Marcello,Mitte,04d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Jonas,Junge_Gruene,05b,"Durch den Zivildienst in einer Asylunterkunft habe ich Einblick in die Schweizer Migrationspolitik erhalten und bin entsetzt, wie wir mit unseren Mitmenschen umgehen. Die Klimakrise hat mich dazu bewegt, politisch aktiv zu werden. Auch aus theologischer Überzeugung schöpfe ich Handlungsmotivation.","Die Klimakrise ist eine der grössten Krisen unserer Zeit, ein viel entschlosseneres Handeln ist nötig – und auch möglich! Dabei dürfen wir auf keinen Fall Menschen am Rand unserer Gesellschaft vergessen. Wir brauchen progressives, antihierarchisches, feministisches und befreiendes Handeln.","Mit dem Kanton Aargau fühle ich mich eng verbunden, hier lebe ich seit meiner Geburt. Durch seine Lage ist der Aargau ein wichtiger Verkehrsknotenpunkt. Unter anderem würde ich mich für gute ÖV-Verbindungen und eine Reduktion der Belastung durch den Strassenverkehr einsetzen.",1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,"Verkehr, Umwelt"
Meier,Lennart,GLP,06d,"Politik soll sachlich und respektvoll nachhaltige Lösungen suchen. Detailkenntnis, Abwägung, Argumentationsstärke und Kohärenz statt emotionaler Schnellschüsse. Intellektuelle Demut und nötigenfalls Anpassung der eigenen Ansichten. In diese Richtung möchte ich nach Kräften steuern.","Der Klimawandel ist die grosse und globale Herausforderung, eng gekoppelt an Wirtschafts- und Gerechtigkeitsthemen. Die Schweiz kann und soll auch hier Pionierarbeit leisten, allein schon zu ihrem eigenen Nutzen.",Faire Berücksichtigung der Interessen des Aargaus mittels gerechter Verteilung von Chancen und Lasten sowie Belohnung von Initiative und gesundem Risikoappetit und Wettbewerb.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Christoph,GLP,06e,"Unser Milizsystem setzt persönliches Engagement voraus. Ich möchte meinen Teil zu unserer Demokratie beitragen. Mit meiner naturwissenschaftlichen Ausbildung will ich helfen, unsere Gesellschaft vorausschauend für die Herausforderungen durch die Klimaveränderung und das Artensterben vorzubereiten.","Die Bevölkerung wächst und wird älter, während das Wirtschaftswachstum kein Selbstläufer ist. Wir brauchen Gesetze, die Innovation fördern und allen die gleichen Chancen bietet. Keine Marktabschottung, Subventionen und Monopole. Mehr Digitalisierung könnte Ressourcen für Neues frei machen!","Ich wünsche mir mehr Zusammenarbeit mit Europa, mit griffigen Umweltgesetzen den Artenschwund in der Schweiz stoppen, Gesundheitsversorgung für die Menschen statt mit Kantönligeist, Abschaffung der Zivilstandskategorien, damit alle Lebensentwürfe gleiche Rechte haben.",1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Wirtschaft
Meier,David,GLP,06e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Evelin,GLP,06g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Petra,Junge_EVP,07b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Miriam,Junge_EVP,07b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier,Josua Friedrich,EVP,07f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meier-Schmid,Andrea,GLP,06f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Merz,Roman,SP,02d,"Getreu dem Motto: Machs besser wenn du dich beschwerst. Ich möchte meine Erfahrungen, die ich durch viele verschiedenen Berufe, durch meinen ungewöhnlichen Bildungsweg, durch mein Studium und durch die Bekanntschaft mit interessanten Menschen gesammelt habe, aktiv zum Wohle der Schweiz einbringen.","Hauptproblem Nummer 1 ist zweifellos die Umstellung der Schweiz auf eine CO2 neutrale Gesellschaft in möglichst kurzer Zeit. Dabei ist es wichtig, dies möglichst gerecht zu gestalten, um die Akzeptanz in der Bevölkerung zu erhöhen.","Ich trete für den Nationalrat an, entsprechend plane ich selbstverständlich, die ganze Schweiz zu vertreten, auch wenn ich nur im Aargau gewählt werden kann. Dennoch habe ich selbstverständlich ein offenes Ohr für die Anliegen  aller Aargauerinnen und Aargauer.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bildung
Meyer,Cedric,Junge_SVP,01b,"Ich möchte eine Art Brückenbauer sein. Der Konsens zwischen Alt und Jung wird immer weniger, es gibt eine extreme Polarisierung und wir müssen als Schweiz zusammenhalten, nicht und gegenseitig anfeinden. Und persönlich möchte ich der Schweiz etwas zurückgeben, denn ich danke,das ich hier leben darf.","Es geht darum, Menschen wieder zusammenzubringen, einen Konsens zwischen den Parteien und den Bevölkerungsschichten zu schaffen sowie die Schweiz lebenswert zu erhalten. Heutzutage werden Probleme geschaffen und wichtigere Probleme nicht gelöst. Konsens und der einzelne Bürger sollen vertreten sein!","Als nicht Ur-Aargauer (geb ich offen zu) ist mir der Kanton sehr ans Herz gewachsen. Gegenüber anderen Kantonen sind wir so die Durchfahrt von A nach B. Aber wir haben etwas, was andere Kantone nicht aufweisen: viele regionale Unterschiede. Und die Förderung von einzelnen Regionen ist essenziell!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Meyer,Oliver,FDP,03b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mezzi,Daniele,Mitte,04a,"Aus einem einfachen Grund: Ich möchte am politischen Geschehen teilhaben können, damit ich für diese und die nächste Generation etwas bewirken kann! Egal wo, es ist wichtig, dass man debattiert und andere Meinungen akzeptiert, aber dann ist der Konsens umso wichtiger. Das fehlt leider m.E. in Bern.","Ich erachte die Schweiz als wunderbares Land.  Trotzdem haben wir einige offene Baustellen, die gelöst werden müssen. Wenn ich an die Inflation denke, Umweltschutz, AHV, Beziehung zu Europa, etc. da gibt es einige Themen, wo man schnell handeln- und eben konsensorientierte Politik betreiben muss.","Ich möchte, dass der Kanton Aargau in Bundesbern besser beachtet wird. Als Nationalrat würde ich sämtliche Anliegen aller Bewohnerinnen und Bewohner nach Bern mitnehmen. Da dies jedoch nicht möglich sein wird, ist es wichtig, dass ich Politik für Jung und Alt und für die nächste Generation betreibe.",0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Zuwanderung
Micanovic,Aleksandar,Junge_SVP,01b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Miceli,Giovanna,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michel,Kurt,EVP,07f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mikic,Tatjana,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Minder,Christian,EVP,07a,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Minnig,Philippe,FDP,03e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Möltgen,Christina,FDP,03f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moos,Michael,Gruene,05c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moosheer,Andreas,EVP,07d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moosheer-Eisenbarth,Jutta,EVP,07d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mörgeli,Emanuel,GLP,06g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Morgenthaler,Sven,SP,02g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Morgenthaler,Christoph,Junge_GLP,06b,"Die vergangenen Jahren der Ausbildung haben mir in vielen Belangen - allen voran der Mensch-Umwelt-Beziehung  die Augen geöffnet. Ich verspüre eine Verantwortung gegenüber der Gesellschaft, mein erlangtes Wissen und die entwickelten Denkanstösse in die Politik einzubringen.","Der Druck auf die Ressource Boden betrachte ich als grösste Herausforderung. Darin manifestieren sich zahlreiche weitere Herausforderungen, die ebenfalls Lösungsansätze brauchen. Mein Kernanliegen ist der Schutz der Umwelt. Doch Umweltschutz über allem geht nicht. Er muss sozialverträglich sein.",Der öffentliche Verkehr im Aargau und neue Formen der Mobilität möchte ich fördern. Damit verbunden ziele ich auch auf den Ausbau erneuerbarer Energien ab. Dank des PSI kann der Aargau Pionierarbeit leisten. Demgegenüber strebe ich einen Stopp von teuren Investitionen in den Strassenverkehr an.,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Wirtschaft, Energie, Umwelt"
Morgenthaler,Catherine,EVP,07g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moser,Françoise,GLP,06a,"Ich sehe die Schweiz nicht in Schwarz-Weiss-Tönen. Es sind die Grauschattierungen, die mich interessieren. Für meine politische Tätigkeit heisst dies: keine Polemik, sondern gemeinsam mit einer möglichst breiten Anspruchsgruppe eine gemeinsame Lösung erarbeiten. Nur so kommen wir voran.","Hohe Priorität geniesst bei mir die Umwelt. Es ist höchste Zeit, dass wir endlich konsequent auf die vorhandenen Technologien zurückgreifen und unsere Energiewirtschaft nachhaltig umbauen. Zudem muss der Rückgang unserer Artenvielfalt gestoppt werden.  Ohne Flora und Fauna - kein Mensch.","In Kenntnis um die Bedeutung des Wirtschaftsstandorts Schweiz ist es wichtig, dass wir zu unseren Nachbarn in der EU gute und faire Kontakte pflegen. Wir brauchen eine tragfähige Lösung zur Zusammenarbeit, so dass bestehende und neue Unternehmen langfristige Perspektiven in der Schweiz haben.",0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wirtschaft, Zuwanderung"
Mosimann,Julia,SP,02f,"Auf kommunaler Ebene stösst man vor allem in der Gesundheits-, wie auch in der Klimapolitik schnell an die Grenzen. Da ich selber im Gesundheitswesen arbeitstätig bin, bekomme ich die bestehenden Herausforderungen direkt mit. Ich will mich vermehrt zur Problemlösung dieser Themen einsetzen.","Die grössten Herausforderungen sind für mich das Gesundheitswesen und der Klimawandel: - Aufrechterhaltung der Gesundheitsversorgung durch Investitionen in Prävention, ein bezahlbares Gesundheitssystem für alle, Massnahmen gegen Fachkräftemangel - Massnahmen zur Eindämmung der Klimakrise",Im Gesundheitswesen sollen auch im Aargau mehr Ausbildungsplätze geschaffen werden. Berufsabgänge müssen durch attraktive und faire Arbeitsbedingungen und Löhne verhindert werden - in allen Gesundheitsberufen. Kostensenkung soll durch gezielte Förderung der Prävention erreicht werden!,0.0,1.0,2.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,Gesundheit
Motschi,Evelyn,FDP,03b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mötteli,Markus,Mitte,04e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mudie,Nadia,GLP,06g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Muhmenthaler,Pascale,GLP,06d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Muji,Idvan,SP,02e,"Es gibt sehr viel Potenzial. Wir wollen eine soziale Schweiz - bis dahin gibt es noch viel zu tun. Die SP ist die Partei, in der ich mich wohl fühle und wo ich meine Ideen einbringen kann.","- Familienrechte (Unterstützung, Kita Initiative, mehr Geld für die Familien, tiefere Prämien, bezahlbare Mieten) - Viel mehr Jugendarbeit (Psychologische Unterstützung, Lifestyle Beratung) - Zukunftsberatung, (wo wollen wir hin?) - Sichere und attraktive Arbeitsplätze.",,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,Familie
Müller,Micha Jona,Mitte,04b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Müller,Werner,Mitte,04g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Müller,Christian,GLP,06g,"Ich war 20 Jahre in der FDP Solothurn aktiv. Nach dem Umzug in den Bezirk Rheinfelden habe ich mich für die GLP entschieden, da sie meinen politischen Vorstellungen und Zielen am ehesten entspricht.","Energie + Umwelt, Gesellschaftliche Entwicklung, Integration in Europa","Stärkung der grünliberalen Position mit Bezug auf Energie, Umwelt, Europa - Politik und gesellschaftspolitische Entwicklung (Integration, Bildung, Gesundheit etc.)",0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Energie, Zuwanderung"
